Join_Count,TARGET_FID,F_id,F_version,F_created_at,F_updated_at,borocode,boroname,countyfips,nta2020,ntaname,ntaabbrev,ntatype,cdta2020,cdtaname,shape_leng,area_km2,Unique_Key,Created_Date,Closed_Date,Agency,Agency_Name,Problem__formerly_Complaint_Type_,Problem_Detail__formerly_Descriptor_,Additional_Details,Location_Type,Incident_Zip,Incident_Address,Street_Name,Cross_Street_1,Cross_Street_2,Intersection_Street_1,Intersection_Street_2,Address_Type,City,Landmark,Facility_Type,Status,Due_Date,Resolution_Description,Resolution_Action_Updated_Date,Community_Board,Council_District,Police_Precinct,BBL,Borough,X_Coordinate__State_Plane_,Y_Coordinate__State_Plane_,Open_Data_Channel_Type,Park_Facility_Name,Park_Borough,Vehicle_Type,Taxi_Company_Borough,Taxi_Pick_Up_Location,Bridge_Highway_Name,Bridge_Highway_Direction,Road_Ramp,Bridge_Highway_Segment,Latitude,Longitude,Location,Shape_Length,Shape_Area
1168,211,row-s8uq~c293_eddc,rv-smmk-frts~v3ya,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN1101,Auburndale,Abrndl,0,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),39268.992231,5.152836349285587,67975748,02/12/2026 06:26:00 PM,02/11/2026 03:27:51 PM,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),WEFB,Street,11365,49-45 175 PLACE,175 PLACE,PECK AVE,50 AVE,45 AVENUE,46 AVENUE,ADDRESS,FRESH MEADOWS,193 STREET,N/A,Open,,The Department of Transportation will inspect the condition and will determine the next action.,02/13/2026 07:11:28 AM,11 QUEENS,20,Precinct 111,4055920019,QUEENS,1041463,210834,PHONE,Unspecified,QUEENS,,,,,,,,40.745182140430003,-73.793523936330004,POINT (-73.793523936334 40.745182140429),0.121378823087622,0.000549482435817
1347,212,row-vgds_hjzu~smwy,rv-zr4c_eumu-85hi,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN1102,Bayside,Bysd,0,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),41945.5003159,6.541385278767994,67980074,02/13/2026 05:05:00 PM,02/13/2026 06:52:22 AM,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),WA1,Street,11364,58-36 208 STREET,208 STREET,58 AVE,HORACE HARDING EXPY SR N,34 ROAD,BELL BOULEVARD,ADDRESS,OAKLAND GARDENS,217 STREET,N/A,Open,,"The Department of Transportation inspected the condition and made the determination that the street meets resurfacing standards and will be planned for either the next or future resurfacing seasons (2 - 3 years). The Department of Transportation works with Community Boards and elected officials to determine resurfacing priority. For specific scheduling information regarding your street, contact your Community Board.",02/13/2026 06:52:26 AM,11 QUEENS,23,Precinct 111,4074580022,QUEENS,1048182,211444,ONLINE,Unspecified,QUEENS,,,,,,,,40.746810409520002,-73.769270036989994,POINT (-73.769270036986 40.746810409516),0.131691986919700,0.000697620181734
786,213,row-wkkk_nxrk_u98r,rv-kjmd-x7yx~svgv,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN1103,Douglaston-Little Neck,Dglstn,0,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),51882.3063635,6.331368446670567,67974604,02/12/2026 03:11:40 PM,02/12/2026 03:11:40 PM,DOB,Department of Buildings,Plumbing,Plumbing-Defective/Leaking/Not Maintained,SC1,Street,11362,254-10 BATES ROAD,BATES ROAD,BROWVALE LN,LITTLE NECK PKWY,REDFIELD STREET,THORNHILL AVENUE,ADDRESS,LITTLE NECK,BEECHKNOLL AVENUE,N/A,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,02/12/2026 12:00:00 AM,11 QUEENS,19,Precinct 111,4082700001,QUEENS,1059212,219440,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.768670661100003,-73.729373956320003,POINT (-73.729373956322 40.768670661095),0.163264603375263,0.000675241760390
489,214,row-apjn-m8qg~fwbb,rv-5h75.nfzh~9xrz,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN1104,Oakland Gardens-Hollis Hills,OklndGrdns,0,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),33891.0988063,3.682232789644461,67974049,02/12/2026 04:54:07 PM,02/13/2026 06:37:22 AM,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",N/A,Street,11427,86 AVENUE,86 AVENUE,86 AVENUE,86 ROAD,86 AVENUE,86 ROAD,INTERSECTION,QUEENS VILLAGE,BELL BOULEVARD,N/A,Closed,,The Department of Transportation investigated this request and determined this street requires a reconstruction project. This location is part of an existing project or may be included in a future project. These projects are long term and vary in length.,02/13/2026 06:37:26 AM,11 QUEENS,23,Precinct 111,4077880029,QUEENS,1052741,204932,PHONE,Unspecified,QUEENS,,,,,,,,40.728902518020000,-73.752883034600003,POINT (-73.7528830346 40.728902518019),0.110159779270449,0.000392569124191
35,215,row-vb9v.phge~33x3,rv-7qsi.e39x~9j82,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN1191,Alley Pond Park,AllyPndPk,9,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),48184.4005105,2.427802513170705,67986765,02/13/2026 10:30:40 PM,01/29/2026 10:05:00 AM,DOT,Department of Transportation,Street Condition,Failed Street Repair,N/A,Street,11363,NORTHERN BOULEVARD,NORTHERN BOULEVARD,CROSS ISL PY NB EN NORTHERN BL,CROSS ISLAND PKWY ET 31 E NB,CROSS ISL PY NB EN NORTHERN BL,CROSS ISLAND PKWY ET 31 E NB,BLOCKFACE,QUEENS,NORTHERN BOULEVARD,N/A,In Progress,,The Department of Transportation inspected this complaint and did not find the reported problem.,01/29/2026 10:05:00 AM,Unspecified QUEENS,23,Precinct 111,4080860001,QUEENS,1052091,217232,PHONE,Unspecified,QUEENS,,,,,,,,40.762667811580002,-73.755104166750002,POINT (-73.755104166748 40.762667811577),0.152119421449362,0.000258881648182
1917,216,row-jwqz.8npw.ebp3,rv-wsfx-5zzz_hwgr,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN1201,Jamaica,Jmca,0,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),41775.4560623,4.350575832219044,67989060,02/13/2026 03:39:38 PM,02/13/2026 12:44:00 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,ENTIRE BUILDING,RESIDENTIAL BUILDING,11432,89-23 171 STREET,171 STREET,148 ST,148 ST,148 STREET,148 STREET,ADDRESS,JAMAICA,HILLSIDE AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,12 QUEENS,27,Precinct 103,4098070073,QUEENS,1042482,197892,PHONE,Unspecified,QUEENS,,,,,,,,40.709652955039999,-73.789958472869998,POINT (-73.789958472866 40.709652955039),0.135747543433716,0.000463580293777
1389,217,row-mhwe~j9ax_pafk,rv-bnjr-mp3p~28uk,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN1202,South Jamaica,SthJmca,0,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),33190.9473186,3.517908445629595,67985187,02/13/2026 10:35:00 PM,02/13/2026 05:48:00 PM,DEP,Department of Environmental Protection,Water System,No Water (WNW),WNW,Street,11433,175-44 LIBERTY AVENUE,LIBERTY AVENUE,175 ST,177 ST,109 ROAD,153 STREET,ADDRESS,JAMAICA,177 STREET,N/A,Open,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,02/13/2026 05:48:00 PM,12 QUEENS,27,Precinct 103,4102320030,QUEENS,1044127,196170,PHONE,Unspecified,QUEENS,,,,,,,,40.704915506900001,-73.784040331140005,POINT (-73.784040331135 40.704915506896),0.107802234919055,0.000374800705988
1397,218,row-7mta_a7hd.h57m,rv-nm39.grsr-7ms8,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN1203,Baisley Park,BslyPk,0,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),32461.2902092,4.454607307956830,67983761,02/14/2026 01:24:05 AM,02/13/2026 01:38:00 PM,DOT,Department of Transportation,Street Condition,Pothole,NO WATER,RESIDENTIAL BUILDING,11436,120-01 143 STREET,143 STREET,145 ST,INWOOD ST,148 STREET,NORTH CONDUIT AVENUE,INTERSECTION,QUEENS,VAN WYCK EXPRESSWAY SR EAST,N/A,Open,,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,02/14/2026 01:24:05 AM,12 QUEENS,28,Precinct 113,4120400185,QUEENS,1042148,182341,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.666971344849998,-73.791296839820006,POINT (-73.79129683982 40.66697134485),0.103722847556713,0.000474493761320
764,219,row-teds-pgyd.39cx,rv-pqgj_r68b~tc3t,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN1204,Springfield Gardens (North)-Rochdale Village,SpfGrdns_N,0,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),27779.4054352,3.201851543733555,67979785,02/13/2026 06:19:20 PM,02/13/2026 11:12:05 AM,DOT,Department of Transportation,Street Condition,Blocked - Construction,N/A,Street,11434,137-31 167 STREET,167 STREET,137 AVENUE,140 AVENUE,137 AVENUE,140 AVENUE,ADDRESS,JAMAICA,167 STREET,N/A,In Progress,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/12/2026 12:00:00 AM,12 QUEENS,28,Unspecified,4125730019,QUEENS,1047249,184076,ONLINE,Unspecified,QUEENS,,,,,,,,40.671698688969997,-73.772893284770007,POINT (-73.772893284773 40.671698688968),0.090822428131861,0.000341022073357
1926,220,row-i79e_5zm7.gnu7,rv-irkj-n66d_zcx3,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN1205,St. Albans,StAlbns,0,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),41392.5382758,6.900590353273940,67980932,02/13/2026 05:38:00 PM,02/13/2026 11:01:22 AM,DEP,Department of Environmental Protection,Water System,No Water (WNW),WNW,RESIDENTIAL BUILDING,11412,115-37 FARMERS BOULEVARD,FARMERS BOULEVARD,115 RD,115 DR,111 AVENUE,175 STREET,ADDRESS,SAINT ALBANS,202 STREET,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,12 QUEENS,27,Precinct 113,4110330005,QUEENS,1050287,192527,PHONE,Unspecified,QUEENS,,,,,,,,40.694872531980003,-73.761858750789997,POINT (-73.761858750787 40.694872531981),0.129763492592111,0.000735182677388
711,221,row-zgt4-49pg_afzp,rv-r7kj_jh8i-5x39,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN1206,Hollis,Hlls,0,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),22923.759064,2.273283088170313,67985613,02/13/2026 08:47:00 PM,02/13/2026 12:15:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),SA,RESIDENTIAL BUILDING,11423,200-10 100 AVENUE,100 AVENUE,200 ST,201 ST,100 AVENUE,104 AVENUE,ADDRESS,HOLLIS,202 STREET,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,12 QUEENS,27,Precinct 103,4108670005,QUEENS,1050997,198255,PHONE,Unspecified,QUEENS,,,,,,,,40.710589162140003,-73.759241603649997,POINT (-73.759241603654 40.710589162143),0.073316359038141,0.000242260220817
450,222,row-4pbn-tdhj-e9de,rv-qp2d_6frs_dcy2,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN1301,Glen Oaks-Floral Park-New Hyde Park,GlnOks,0,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),33404.1390593,4.219825883816277,67981410,02/13/2026 09:20:00 AM,02/13/2026 09:49:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),WC3,Street,11040,80-40 LANGDALE STREET,LANGDALE STREET,80 AVE,81 AVE,76 AVENUE,270 STREET,ADDRESS,NEW HYDE PARK,72 ROAD,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,02/13/2026 09:49:00 AM,13 QUEENS,23,Precinct 105,4087250023,QUEENS,1066985,211228,ONLINE,Unspecified,QUEENS,,,,,,,,40.746061618290000,-73.701413316870003,POINT (-73.701413316867 40.74606161829),0.101023953705675,0.000449927100472
774,223,row-8hsv_w2qh.mzx4,rv-pjrs.w54c_tayz,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN1302,Bellerose,Bllrs,0,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),32397.5769591,5.139629066520896,67979794,02/13/2026 03:31:08 PM,02/12/2026 02:35:00 PM,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",N/A,Street,11004,LITTLE NECK PARKWAY,LITTLE NECK PARKWAY,LITTLE NECK PARKWAY,UNION TURNPIKE,LITTLE NECK PARKWAY,UNION TURNPIKE,INTERSECTION,BELLEROSE,JAMAICA AVENUE,N/A,In Progress,,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed and attributed to grease. Work was performed to relieve the blockage.,02/12/2026 02:35:00 PM,13 QUEENS,23,Precinct 105,4085970051,QUEENS,1062495,210472,PHONE,Unspecified,QUEENS,,,,,,,,40.744027466139997,-73.717626193000001,POINT (-73.717626193 40.744027466142),0.102602219037543,0.000547913702088
1554,224,row-7ven.efjv-bpnd,rv-k44t-czxg-5frd,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN1303,Queens Village,QnsVlg,0,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),37292.3108773,6.471274552132617,67984241,02/13/2026 05:59:00 PM,02/13/2026 06:25:00 PM,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),WA2,Street,11429,216-18 HOLLIS AVENUE,HOLLIS AVENUE,216 ST,217 ST,220 STREET,221 STREET,ADDRESS,QUEENS VILLAGE,97 AVENUE,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,02/13/2026 06:25:00 PM,13 QUEENS,27,Precinct 105,4111190035,QUEENS,1055804,198166,PHONE,Unspecified,QUEENS,,,,,,,,40.710307310049998,-73.741903655810006,POINT (-73.741903655815 40.710307310051),0.116650264963547,0.000689676623709
832,225,row-fa9c-t647_spiq,rv-cmbk.a4z7.8byc,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN1304,Cambria Heights,CmbriaHts,0,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),26160.9866802,3.072628689388170,67986763,02/13/2026 02:24:02 PM,02/12/2026 12:10:00 PM,DOT,Department of Transportation,Street Condition,Cave-in,N/A,Street,11411,115 AVENUE,115 AVENUE,115 AVENUE,SPRINGFIELD BOULEVARD,115 AVENUE,SPRINGFIELD BOULEVARD,INTERSECTION,CAMBRIA HEIGHTS,231 STREET,N/A,In Progress,,The Department of Transportation will inspect the condition and will determine the next action.,02/13/2026 02:31:18 PM,13 QUEENS,27,Precinct 105,4112950025,QUEENS,1055934,194844,PHONE,Unspecified,QUEENS,,,,,,,,40.701188190520000,-73.741470111029997,POINT (-73.74147011103 40.701188190518),0.083187993505757,0.000327360425568
895,226,row-c4nb.q9y5~b6um,rv-b4re.ehga_s6fw,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN1305,Laurelton,Lrltn,0,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),30011.2806173,3.701332454440336,67979618,02/13/2026 02:53:00 PM,02/13/2026 01:29:00 PM,DEP,Department of Environmental Protection,Water System,No Water (WNW),WNW,RESIDENTIAL BUILDING,11413,228-17 MERRICK BOULEVARD,MERRICK BOULEVARD,CARL DAVID RICHARDSON WAY,229 ST,234 STREET,234 PLACE,ADDRESS,SPRINGFIELD GARDENS,135 AVENUE,N/A,Open,,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,02/13/2026 01:29:00 PM,13 QUEENS,31,Unspecified,4129670018,QUEENS,1055823,185895,PHONE,Unspecified,QUEENS,,,,,,,,40.676626247430001,-73.741965503849997,POINT (-73.741965503845 40.67662624743),0.096054698389865,0.000394235708469
857,227,row-pjmq-4dm5~my7a,rv-g34h~qpj6-4utj,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN1306,Springfield Gardens (South)-Brookville,SpfGrdns_S,0,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),46029.1325731,5.336078026461656,67989481,02/14/2026 01:34:10 AM,02/13/2026 03:36:44 PM,DOT,Department of Transportation,Street Condition,Pothole,N/A,Street,11434,145-02 224 STREET,224 STREET,145 AVENUE,145 ROAD,180 STREET,SOUTH CONDUIT AVENUE,INTERSECTION,QUEENS,224 STREET,N/A,Open,,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,02/14/2026 01:34:10 AM,13 QUEENS,31,Unspecified,4134800022,QUEENS,1049595,182149,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.666392517779997,-73.764454848390002,POINT (-73.764454848388 40.666392517776),0.155714682297337,0.000568223343450
1084,228,row-k74b-9bzh~ceh3,rv-gxi4.crmy-365c,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN1307,Rosedale,Rsdl,0,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),55266.0269836,4.388291451188291,67982356,02/14/2026 01:45:20 AM,02/13/2026 01:35:07 PM,DOT,Department of Transportation,Street Condition,Pothole,MULTIPLE ROOMS OR AREAS,RESIDENTIAL BUILDING,11422,253-41 149 AVENUE,149 AVENUE,139 AVE,FRANCIS LEWIS BLVD,BROOKVILLE BOULEVARD,FRANCIS LEWIS BOULEVARD,INTERSECTION,QUEENS,ROCKAWAY BOULEVARD,N/A,Open,,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,02/14/2026 01:45:20 AM,13 QUEENS,31,Unspecified,4136540051,QUEENS,1057100,182603,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.667580069049997,-73.737397278589995,POINT (-73.737397278595 40.667580069047),0.167909670021219,0.000467288628103
1,229,row-uf58_mdni_66m8,rv-gt8n~4qp8.q9rd,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN1371,Montefiore Cemetery,MntfrCem,7,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),11843.0837057,0.494433261155280,64724692,04/22/2025 11:37:16 AM,05/02/2025 04:08:04 PM,DOT,Department of Transportation,Street Condition,Blocked - Construction,N/A,Street,11413,229 STREET,229 STREET,229 STREET,FRANCIS LEWIS BOULEVARD,229 STREET,FRANCIS LEWIS BOULEVARD,INTERSECTION,,,,Closed,,The Department of Transportation inspected the condition you reported and determined that this issue is not within its jurisdiction.,05/02/2025 04:08:09 PM,13 QUEENS,27,Precinct 105,,QUEENS,1057550,189378,PHONE,Unspecified,QUEENS,,,,,,,,40.686172115669997,-73.735701485899995,POINT (-73.735701485897 40.686172115667),0.039500509267963,0.000052670687472
1941,230,row-i9az.jxy6_hanb,rv-km6n_mz5a_x5fr,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN1401,Far Rockaway-Bayswater,FrRckwy,0,QN14,QN14 The Rockaways (CD 14 Approximation),48622.4860573,5.618274689300171,67987061,02/13/2026 07:23:00 PM,02/13/2026 05:45:00 PM,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),WE,RESIDENTIAL BUILDING,11691,18 SCOTT GADELL PLACE,SCOTT GADELL PLACE,MOTT AVE,DEAD END,BAYSWATER COURT,POINT BREEZE PLACE,ADDRESS,FAR ROCKAWAY,BEACH 29 STREET,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,14 QUEENS,31,Precinct 101,4155570084,QUEENS,1053658,159139,ONLINE,Unspecified,QUEENS,,,,,,,,40.603204297900000,-73.750045948459999,POINT (-73.750045948464 40.6032042979),0.155502129747308,0.000597758114369
1213,231,row-qzie~6z86~56gp,rv-j55a~8hvr_ybka,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN1402,Rockaway Beach-Arverne-Edgemere,RckwyBch,0,QN14,QN14 The Rockaways (CD 14 Approximation),67307.1100702,4.691807477981643,67980824,02/13/2026 12:48:31 PM,02/13/2026 01:25:00 PM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,NO WATER,RESIDENTIAL BUILDING,11692,173 BEACH   60 STREET,BEACH   60 STREET,SHORE FRONT PKWY,HOLLAND AVE,BEACH 84 STREET,HOLLAND AVENUE,ADDRESS,ARVERNE,THURSBY AVENUE,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,14 QUEENS,31,Precinct 100,4159030033,QUEENS,1042689,154787,ONLINE,Unspecified,QUEENS,,,,,,,,40.591338093150000,-73.789585301559995,POINT (-73.789585301565 40.591338093153),0.217425010239122,0.000499111878073
665,232,row-vdhh~h39y_xm5v,rv-e99s_3i3d_2au3,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN1403,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,BrzyPt,0,QN14,QN14 The Rockaways (CD 14 Approximation),104333.596537,6.431950480075090,67983386,02/13/2026 08:24:32 PM,02/12/2026 11:34:00 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,ENTIRE APARTMENT,RESIDENTIAL BUILDING,11694,109-14 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,POWER RD,SHAD CREEK RD,BEACH 140 STREET,BEACH CHANNEL DRIVE,ADDRESS,FAR ROCKAWAY,EAST 9 ROAD,N/A,Open,,The following complaint conditions are still open. HPD has already attempted to notify the property owner that the condition exists; the tenant should provide access for the owner to make the repair.  HPD may attempt to contact the tenant by phone to verify the correction of the condition or an HPD Inspector may attempt to conduct an inspection.,02/13/2026 12:00:00 AM,14 QUEENS,32,Precinct 100,4161660081,QUEENS,1031170,151185,PHONE,Unspecified,QUEENS,,,,,,,,40.581519800599999,-73.831085355560006,POINT (-73.831085355562 40.581519800602),0.341801936917626,0.000684092544086
1,233,row-h5tj-ptda_p4s9,rv-ayra_5mfg~cysz,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN1491,Rockaway Community Park,RckwyCPk,9,QN14,QN14 The Rockaways (CD 14 Approximation),21696.3677108,0.829594863254467,64795841,04/29/2025 03:41:41 PM,05/01/2025 09:25:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,,11692,,,,,ALMEDA AVENUE,BEACH 54 STREET,INTERSECTION,QUEENS,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,05/01/2025 09:25:00 AM,14 QUEENS,31,Precinct 101,,QUEENS,1044013,157110,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.597705413329997,-73.784797595049994,POINT (-73.784797595046 40.597705413332),0.067594827328192,0.000088267191469
5,234,row-qwvt~qgbp~k787,rv-8unp-ngfu-p9j5,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN8081,LaGuardia Airport,LGA,8,QN80,QN80 LaGuardia Airport (JIA 80 Approximation),45928.7995297,2.842117589524216,67986574,02/13/2026 11:02:57 PM,11/03/2025 11:34:38 AM,DOT,Department of Transportation,Street Condition,Pothole,N/A,Street,11370,LA GUARDIA AIRPORT,LA GUARDIA AIRPORT,94 STREET,GRAND CENTRAL PARKWAY ET    7 EB,DITMARS BOULEVARD,GRAND CENTRAL PARKWAY,INTERSECTION,QUEENS,LA GUARDIA AIRPORT,N/A,Open,,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,02/13/2026 11:02:57 PM,01 QUEENS,21,Precinct 114,4009260001,QUEENS,1015325,218809,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.767201941540002,-73.887816390029997,POINT (-73.887816390034 40.767201941545),0.130950316846127,0.000303160570366
114,235,row-ectz-zkbj_3wj6,rv-fmpz-jr8x_c945,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN8191,Flushing Meadows-Corona Park,FlshMdwCPk,9,QN81,QN81 Flushing Meadows-Corona Park (JIA 81 Approximation),61510.7659461,5.129021764111894,67969129,02/12/2026 05:53:41 AM,02/09/2026 02:10:00 PM,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,ENTIRE APARTMENT,RESIDENTIAL BUILDING,11355,58-37 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,57 ROAD,58 AVENUE,126 STREET,ROOSEVELT AVENUE,ADDRESS,FLUSHING,COLLEGE POINT BOULEVARD,N/A,Open,,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 286 - 0823 (QUEENS).",02/12/2026 12:00:00 AM,07 QUEENS,20,Precinct 109,4063540049,QUEENS,1029807,210825,PHONE,Unspecified,QUEENS,,,,,,,,40.745225166479997,-73.835589238110003,POINT (-73.835589238114 40.745225166476),0.190716202789181,0.000546823829359
106,236,row-fgp4-raid.y2yv,rv-imia~ferc.23gj,2025-11-24T21:27:53.701Z,2025-11-24T21:27:53.701Z,4,Queens,081,QN8291,Forest Park,FrstPk,9,QN82,QN82 Forest Park (JIA 82 Approximation),29485.1239276,2.230602068165768,67947142,02/11/2026 07:04:51 PM,02/12/2026 02:15:00 AM,DOT,Department of Transportation,Street Condition,Pothole,N/A,Street,11421,FOREST PARK DRIVE,FOREST PARK DRIVE,FOREST PARK DRIVE,FOREST PARKWAY,FOREST PARK DRIVE,FOREST PARKWAY,INTERSECTION,QUEENS,FOREST PARK,N/A,Pending,,The Department of Transportation inspected this complaint and referred it to the Bridge Division for further action.,02/12/2026 03:35:00 AM,09 QUEENS,32,Precinct 102,4038660070,QUEENS,1022415,192860,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.695950626550001,-73.862368062070004,POINT (-73.862368062065 40.695950626545),0.097930885560114,0.000237677371894
